id,title,cate,location,introduce,video
1714,부안군_금광제[18],로케이션 DB  > 자연/도시  > 자연  > 호수/저수지,지역정보  > 부안군,"산으로 둘러 쌓인 저수지.
제법 규모도 있다.",
1713,전주시_한옥마을 담길[8],로케이션 DB  > 주거/업무시설  > 주거시설  > 주택가 골목길,지역정보  > 전주시,"전주의 관광명소 한옥마을.
한옥 사이사이 흙담길이 있어 친근감이 있다.",
1710,전주시_중노송동 주택골목[27],로케이션 DB  > 주거/업무시설  > 주거시설  > 주택가 골목길,지역정보  > 전주시,"MBC 드라마 '보고싶다' 촬영장소.
과거의 느낌이 있는 골목.",
1709,전주시_남초등학교 인조잔디 운동장[8],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,.,
1708,전주시_전주공업고등학교 천연잔디 운동장[29],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,.,
1707,전주시_전주공업고등학교 인조잔디 운동장[6],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,.,
1706,전주시_전주공업고등학교 외경[94],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,"도내 공업고등학교 중 규모가 있는 고등학교.
건축과, 토목과, 기계과, 전기과, 자동차과, 산업전자과 6개과가 있다.",
1705,전주시_전주공업고등학교 실습동 주변[76],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,"도내 공업고등학교 중 규모가 있는 고등학교.
건축과, 토목과, 기계과, 전기과, 자동차과, 산업전자과 6개과가 있다.",
1704,전주시_전주공업고등학교 급식실[5],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,.,
1703,전주시_전일고등학교 인조잔디 운동장[8],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,.,
1702,임실군_건조공장[20],로케이션 DB  > 산업시설  > 공장관련시설  > 물품 제조/가공/수리관련 시설,지역정보  > 임실군,기준 폐공장을 매입하여 내부 인테리어을 마치고 약재 건조장으로 쓰고 있다.,
1701,익산시_동호마블 석산[36],로케이션 DB  > 산업시설,지역정보  > 익산시,"익산은 석재단지가 있을 정도로 석재 생산이 많이 되는 곳이다.
해당 사업장과 같이 큰 규모의 석산 부터 규모가 작은 석산까지 다양하다.",
1699,전주시_송천초등학교 인조잔디 운동장[14],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,.,
1698,완주군_상관철길지하보도[11],로케이션 DB  > 도로/교통시설  > 인도/산책로  > 지하도,지역정보  > 완주군,"규모가 크지 않는 철길지하보도.
전주에는 이런 시설들이 많지는 않다.",
1697,부안군_동북초등학교[15],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 부안군,시골 소규모의 초등학교 병설 유치원도 함께 운영중이다.,
1696,김제시_성심약방[9],로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설,지역정보  > 김제시,요즘은 쉽게 찾아볼 수 없는 약방.,
1695,부안군_금구원조각공원[32],로케이션 DB  > 문화/관광/종교시설  > 관광휴게시설  > 공원,지역정보  > 부안군,"조각가 김오성의 조각 작품이 모여 있으며 개인이 천문대을 운영하고 있다.
잘 꾸면진 공원에 조각작품들이 고루 전시되어 있다.",
1693,부안군_새만금[23],로케이션 DB  > 자연/도시  > 농/축산/수산/원예시설  > 간척지,지역정보  > 부안군,"새로운 만경과 김제의 새만금 간척지.
현재 새만금 개발 사업이 진행중에 있다.
바닷물이 빠지면서 형성된 간척지로 바람에 의한 비산 먼지 발생을 억제하기 위해 농어총공사 환경팀에서
염생식물을 파종하였으며 개발사업으로 인해 지형이 조금씩 변화하고 있다는걸 참고 해야 한다.",
1692,군산시_고우당[20],로케이션 DB  > 생활/영업시설  > 숙박시설  > 팬션,지역정보  > 군산시,"군산 근대역사 체험공간 봄, 여름,가을, 겨울, 사랑채, 별채 6개동으로 구성된 일본식가옥 숙박체험 시설이다.
가을동은 2인실로 11호실이 있고 나머지 동은 폔션형으로 되어있다.
중앙에 정원을 중심으로 숙박동과 카페 및 식당(우동, 돈까스)이 자리잡고 있다.",
1690,김제시_메타세콰이어도로[22],로케이션 DB  > 도로/교통시설  > 차량도로  > 일반도로,지역정보  > 김제시,"진안, 순창의 메타세콰이어와는 다른점은 넓은 평야에 있다는 것이다.
가을이면 저 멀리 보이는 황금 지평선과 함께 코스모스로 한것 멋을 낸다",
1689,김제시_손효성 가옥[36],로케이션 DB  > 전통문화시설  > 민속자료  > 고택/고건축,지역정보  > 김제시,"1939년에 건립된 이 건물은 김제지역에서 정미소를 운영했던 한 재력가의 주택이다.
근대 한옥의 특징을 잘 보여준다.
벽체는 회를 발라 마감하였는데 유일하게 건넌방의 후벽만 적벽돌로 쌓아 화방벽처럼 구성되어 있다.
사용된 목재는 건실하며 모두 광택제가 칠해져 있다. 
앞마당과 뒷마당은 모두 정원으로 꾸몄으며, 뒷마당에는 붉은 벽돌로 쌓은 굴뚝이 우뚝 서 있다.",
1688,전주시_대승사[20],로케이션 DB  > 전통문화시설  > 기념물  > 사적/명승지,지역정보  > 전주시,"고려때 창건 전란에 겪으며 사찰은 소실되고 석불만 남았는데 암자를 재건하여 이 후 요사채와 미륵석불을 세워 
절의 면모을 갖추게 되었다
남원에서 잔주로 들어오는 길목에 세워진 절로 아이 손잡고 걸어갈 수있는 곳에 위치해 있다",
1687,전주시_송용진한의원[33],로케이션 DB  > 전통문화시설,지역정보  > 전주시,"전주 웨딩거리에 위치한 한의원으로 내부모습은 요즘의 한의원과 상당한 차이가 있다
과거 한의원 느낌이 강하다",
1686,전주시_서울소바[38],로케이션 DB  > 생활/영업시설  > 판매시설  > 상점,지역정보  > 전주시,"내부 2층으로 된 전주웨딩거리에 위치한 소바집이다
내부 인테리어는 목재 사용을 높여 따뜻한 느낌이 있다",
1685,전주시_완산고등학교 강당[26],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,"전주시 외곽에 자리잡고 있는 전주완산고등학교는 학교법인인 신유학원 이다
주변은 산으로 둘러쌓여 주거공간 인근에 있는 학교와는 대조적이다
강당 내부는 외부의 벽돌건물 느낌과는 사뭇 다르다",
1684,전주시_신흥 중고등학교 강당[51],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,"전주신흥고등학교는 1900년 미국인 선교사에 의해 세워진 기독교 명문 사학이며
개교 100년이 넘는 역사가 있는 학교이다
신흥중학교와 함께 위치하여 있다.
강당내부는 예배당고 비슷하며 학교의 역사가 있는 만큼 세월의 흔적들이 남아있다",
1683,임실군_한옥집[34],로케이션 DB  > 주거/업무시설  > 주거시설  > 주택,지역정보  > 임실군,일반 개인이 사는 한옥집,
1682,전주시_아중2폐터널[18],로케이션 DB  > 도로/교통시설  > 차량도로  > 터널,지역정보  > 전주시,전라선 아중2폐터널,
1680,전주시_소나무공방(외관) [15],로케이션 DB  > 생활/영업시설  > 판매시설,지역정보  > 전주시,"전주시 완산구 교동 한옥마을 내에 위치한 도예공방. 테라코타 인형, 장식소품, 생활도자기 등을 만들어 전시, 판매한다.",
1678,전주시_소나무공방(1층) [10],로케이션 DB  > 생활/영업시설  > 판매시설,지역정보  > 전주시,"전주시 완산구 교동 한옥마을 내에 위치한 도예공방. 테라코타 인형, 장식소품, 생활도자기 등을 만들어 전시, 판매한다.",
1676,완주군_뚝방길 [17],로케이션 DB  > 자연/도시  > 자연  > 호수/저수지,지역정보  > 완주군,완주군 소양면 오스갤러리 인근 저수지의 뚝방길 전경.,
1675,전주시_전북지방경찰청 광역수사대(조직범죄수사팀)[20],로케이션 DB  > 공공시설  > 치안시설  > 경찰관련시설,지역정보  > 전주시,전주시 덕진구 팔복동에 위치한 전북지방경찰청 소속 광역수사대 조직범죄수사팀 모습. 아담하고 깔끔한 사무실 내부는 창문의 철창과 책상 앞 쪽으로 비치된 의자들로 수사팀의 디테일한 이미지를 드러낸다.,
1674,"전주시_전북지방경찰청 광역수사대(외관,복도)[23]",로케이션 DB  > 공공시설  > 치안시설  > 경찰관련시설,지역정보  > 전주시,전주시 덕진구 팔복동 전주덕진경찰서 별관에 위치한 전북지방경찰청 소속 광역수사대의 외관과 내부 복도 모습. 경찰서 특유의 철창과 간판 등이 눈에 띈다.,
1673,전주시_전북지방경찰청 광역수사대(강력범죄수사팀)[19],로케이션 DB  > 공공시설  > 치안시설  > 경찰관련시설,지역정보  > 전주시,전주시 덕진구 팔복동 전주덕진경찰서 별관에 위치한 전북지방경찰청 소속 광역수사대 강력범죄수사팀 내부 모습. 직사각 형태의 아담한 사무실로 두 줄로 배열된 책상들이 깔끔하게 정리돼 있다.,
1672,부안군_부안자연생태공원 [55],로케이션 DB  > 문화/관광/종교시설  > 관광휴게시설  > 공원,지역정보  > 부안군,"부안군 줄포면 우포리 일대에 위치하고 있다. 661,160m²의 갯벌저류지에 갈대숲 10리길, 야생화단지, 바둑소공원, 은행나무 숲길 등이 조성되고 있는 아름다운 곳이다. 드라마 '프라하의 연인'의 촬영지로 극중 지영우(김민준)의 별장과 드라마에 종종 등장한 체코의 소원의 벽이 건립된 곳이기도 하다.",
1671,전주시_전주종합경기장(복싱관) [28],로케이션 DB  > 생활/영업시설  > 운동시설  > 운동장,지역정보  > 전주시,전주시 덕진도 전주종합경기장 내 복싱관.,
1670,임실군_전라북도종합사격장(클레이사격) [10],로케이션 DB  > 생활/영업시설  > 운동시설,지역정보  > 임실군,"임실군 청웅면 소재 전라북도 종합사격장에서는 각종 전국사격대회를 열리고 있으며 실탄을 이용한 클레이사격이 이루어진다. 2003년 완공된 시설의 규모는 42,000여평의 부지에 실내사격장 177사대(10m, 25m, RT, 50m), 실외사격장 클레이사대 2조, 아메리칸트랩 1조와 본관동, 클럽하우스, 2500여평의 주차장이 마련되어 있으며 동계 훈련을 대비해해 막사가 설치가 가능하다.",
1669,임실군_임실치즈테마파크(치즈관) [6],로케이션 DB  > 문화/관광/종교시설  > 관광휴게시설,지역정보  > 임실군,"한국 치즈 원조인 임실치즈를 테마로 체험장과 박물관, 공장과 특산물판매장 등 다양한 시설을 집적화해 식품과 체험을 함께 즐길 수 있도록 만든 관광 복합테마파크. 치즈관에서는 치즈만들기, 피자만들기 체험과 다양한 치즈 관련 지식을 배울 수 있다.",
1667,익산시_전북대학교 익산캠퍼스(전북대학교 특성화캠퍼스) [51],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 익산시,익산시 마동에 있는 전북대학교 익산캠퍼스.,
1666,순창군_메밀꽃필무렵 [3],로케이션 DB  > 생활/영업시설  > 일반생활시설  > 일반음식점,지역정보  > 순창군,순창군 구림면 자양리 강천산 군립공원 근처 한적한 교외에 자리잡은 음식점. 밤에는 민속주점으로 애용되기도 한다.,
1665,순창군_고추장익는마을 펜션 [5],로케이션 DB  > 생활/영업시설  > 숙박시설  > 팬션,지역정보  > 순창군,"순창군 구림면 안정마을 회문산 중턱 산기슭에 자리한 펜션으로 100여명이 식사할 수 있는 마당과 식당, 바베큐시설을 갖췄고 10개 동으로 이루어진 특색 있는 숙박시설은 단체 숙박이 가능하다. 3km거리에 만일사가 위치해 있어 산책코스로도 좋고 펜션 바로 앞에서 물놀이 하기도 좋다.",
1664,남원시_켄싱턴리조트 [11],로케이션 DB  > 생활/영업시설  > 숙박시설,지역정보  > 남원시,남원시 어현동 광한루원과 춘향테마파크 근처에 새로 개장한 미니멈 콘도. 구)한국콘도,
1663,남원시_사랑방 [2],로케이션 DB  > 생활/영업시설  > 일반생활시설  > 일반음식점,지역정보  > 남원시,남원시 춘향테마파크 내 산채비빔밥을 전문으로 하는 한식집으로 고풍스런 전통 한옥의 디자인과 소품들이 어우러진 정감있는 곳이다.,
1662,남원시_남원항공우주천문대 [12],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설,지역정보  > 남원시,"남원시에서 운영하는 천문과학, 항공우주 두 분야를 체험할 수 있는 천문대이다. 덕음산 자락에 자리해 차량 통행이 불가능하다. 다양한 천체 망원경과  영상을 활용해 다채로운 천체를 관측할 수 있으며 가상항공 시뮬레이션, 4D 영화 관람 등 즐거운 체험이 이루어진다.",
1661,남원시_남원시민도예대학 [12],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 남원시,"남원의 도자기 문화를 계승·발전시키기 위해 설립된 남원도예문화연구회가 1999년 주부 및 직장인을 대상으로 남원시민도예대학을 열어 많은 수료생을 배출하였다. 강의실, 물레, 가마는 물론 수료생들이 만든 멋진 도자기들과 춘향테마파크가 가까워 아름다운 주변 풍광을 만날 수 있다.",
1660,김제시-동진강 휴게소(동진강 석초휴게소) [63],로케이션 DB  > 문화/관광/종교시설  > 관광휴게시설  > 휴게소,지역정보  > 김제시,김제시 죽산면 서포리에 있는 허름한 휴게소.,
1659,전주시_전북대학교병원(본관1층로비) [22],로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 전주시,"전라북도에서 가장 큰 의료시설로 해부학실, 교육공간, 치과병동 등을 갖춘 종합병원이다.",
1658,전주시_프리모 [39],로케이션 DB  > 생활/영업시설  > 일반생활시설  > 일반음식점,지역정보  > 전주시,전북도청 앞 프리모 파스타 전주점.,
1657,전주시_보나베띠(전북도청점) [47],로케이션 DB  > 생활/영업시설  > 일반생활시설  > 일반음식점,지역정보  > 전주시,이탈리안 푸드&와인비스트로 전문점 보나베띠 전북도청점.,
1656,전주시_이화원 [40],로케이션 DB  > 생활/영업시설  > 일반생활시설  > 일반음식점,지역정보  > 전주시,전주시 효자동에 있는 중식 요리 전문 레스토랑.,
1655,김제시_삼성생명 연수원(삼성생명전주연수소본관) [100],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 교육원/수련원/연수원(TI),지역정보  > 김제시,"김제시 금구면에 있는 삼성생명 연수원. 잘 가꿔진 정원과 로비, 강의실과 휴게실, 숙박 시설을 갖췄다.",
1654,전주시_전주소리문화관 [20],로케이션 DB  > 문화/관광/종교시설  > 문화및집회시설,지역정보  > 전주시,"전주한옥생활체험관 바로 옆에 자리한 소리문화관은 전주시가 건립해 2010년 개관하였고 판소리 자료 전시, 소리 체험 코너, 공연 시설 등이 있다.",
1653,전주시-미니스톱 평화현대점 [35],로케이션 DB  > 생활/영업시설  > 판매시설  > 편의점,지역정보  > 전주시,전주시 평화동에 있는 편의점 미니스톱. 규모가 큰 편이고 도로가에 인접해있다.,
1652,임실군-대정제(대정저수지) 가시연꽃자생지(여름) [51],로케이션 DB  > 자연/도시  > 자연  > 호수/저수지,지역정보  > 임실군,환경부지정 멸종위기야생식물 2급 지정 가시연꽃 자생지. 저수지 주변에 계단식으로 산책로를 설치하여 저수지를 한 바퀴 돌아볼 수 있다.,
1651,완주군_폐공장 [39],로케이션 DB  > 산업시설  > 공장관련시설  > 폐공장,지역정보  > 완주군,완주군 운주면에 있는 폐공장으로 깔끔한 조립식 건물에 넓은 규모를 갖췄다.,
1650,완주군-폐건물(폐광) [99],로케이션 DB  > 주거/업무시설  > 주거시설  > 탄광촌 등 기타 특수촌,지역정보  > 완주군,완주군 운주면에 있는 폐건물.,
1649,완주군-공터(폐광) [21],로케이션 DB  > 주거/업무시설  > 주거시설  > 탄광촌 등 기타 특수촌,지역정보  > 완주군,완주군 운주면에 있는 폐광 공터.,
1647,임실군_성수산자연휴양림 [75],"로케이션 DB  > 문화/관광/종교시설  > 관광휴게시설  > 휴양림, 야영장",지역정보  > 임실군,"임실군에 자리한 성수산자연휴양림은 높이 876m로 수려한 자연경관을 자랑한다. 약 200여동의 숙박 시설이 있으며, 농구, 족구 등을 할 수 있는 공터와 운동 시설들이 구비돼있다.",
1646,임실군_임실치즈테마파크(홍보관) [29],로케이션 DB  > 문화/관광/종교시설  > 관광휴게시설,지역정보  > 임실군,"한국 치즈 원조인 임실치즈를 테마로 체험장과 박물관, 공장과 특산물판매장 등 다양한 시설을 집적화해 식품과 체험을 함께 즐길 수 있도록 만든 관광 복합테마파크. 아직 개장 전이라 한산하다.",
1645,완주군_전북도립미술관(외부) [21],로케이션 DB  > 문화/관광/종교시설  > 문화및집회시설  > 전시장,지역정보  > 완주군,"전라북도에서 세운 미술관으로 모악산을 끼고 있다. 
자연과의 조화가 아름다운 공간이다.",
1642,"임실군_임실군보건의료원(식당,기계실) [13]",로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 남원시,2010년 신청사를 건립함.,
1641,임실군_임실군보건의료원(외부) [20],로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 임실군,2010년 신청사를 건립함.,
1640,"남원시_구)남원기독교복음병원(옥상,외관)- 현)다사랑일반요양병원 [13]",로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 남원시,"기독교복음병원은 지하1층, 지상 8층 규모에 옥상과 넓은 주차장을 갖췄다. 알코올 치료 등 전문적인 치료기술과 기구는 물론 교룡산을 끼고 있어 자연 경관이 수려하다.",
1639,남원시_구)남원기독교복음병원(8층)- 현)다사랑일반요양병원 [14],로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 남원시,"기독교복음병원은 지하1층, 지상 8층 규모에 옥상과 넓은 주차장을 갖췄다. 알코올 치료 등 전문적인 치료기술과 기구는 물론 교룡산을 끼고 있어 자연 경관이 수려하다. 8층에는 예배실과 이사장 사무실 등이 있다.",
1638,남원시_구)남원기독교복음병원(3층~7층)-현)다사랑일반요양병원[35],로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 남원시,"기독교복음병원은 지하1층, 지상 8층 규모에 옥상과 넓은 주차장을 갖췄다. 알코올 치료 등 전문적인 치료기술과 기구는 물론 교룡산을 끼고 있어 자연 경관이 수려하다. 3층에서 7층 사이에는 입원실과 목욕실, 간호사실이 몰려있고 작은 옥상이 마련돼있다.",
1637,남원시_구)남원기독교복음병원(2층)-현)다사랑일반요양병원 [28],로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 남원시,"기독교복음병원은 지하1층, 지상 8층 규모에 옥상과 넓은 주차장을 갖췄다. 알코올 치료 등 전문적인 치료기술과 기구는 물론 교룡산을 끼고 있어 자연 경관이 수려하다. 2층에는 회복실과 물리치료실 등이 있으며 아래로 1층 로비가 내려다보인다.",
1636,남원시_구)남원기독교복음병원(1층)- 현)다사랑일반요양병원[69],로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 남원시,"기독교복음병원은 지하1층, 지상 8층 규모에 옥상과 넓은 주차장을 갖췄다. 알코올 치료 등 전문적인 치료기술과 기구는 물론 교룡산을 끼고 있어 자연 경관이 수려하다. 
1층에는 내과, 외과, 소아과 등 진료실과 응급실, 이사장실, 일반촬영실 등을 갖추고 있다.",
1635,전주시_전주진북초등학교(교정) [5],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,전주시 진북동에 있는 초등학교 전경.,
1634,전주시_전주진북초등학교(교실) [3],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,전주시 진북동에 있는 초등학교 건물 내부 모습이다.,
1633,"전주시_전주진북초등학교(복도,계단) [5]",로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,전주시 진북동에 있는 초등학교 건물 내부 모습이다.,
1632,전주시_전주진북초등학교(야구연습장) [4],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,전주 진북동에 있는 초등학교의 소규모 야구연습장이다.,
1630,"전주시_전주비전대학(총장실,비서실) [33]",로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,전주시 효자동 전주비전대학의 총장실과 총장비서실이다.,
1629,전주시_전주대학교(총장 비서실) [11],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,전주대학교 총장 비서실로 본관 총장실 옆에 있다.,
1628,전주시_전주대학교(실외농구장) [17],로케이션 DB  > 교육/의료/복지시설  > 교육연구시설  > 학교 (SZ),지역정보  > 전주시,전주대학교 내 실외 농구연습장이다. 사방에 녹색 펜스가 둘러져있다.,
1627,임실군_해월암 [16],로케이션 DB  > 문화/관광/종교시설  > 종교시설  > 종교집회장,지역정보  > 임실군,"전라북도 문화재자료 제24호. 고려 공민왕 원년(1352)에 해경대사와 월산대사가 세운 절로 인법당(因法堂)인 본전을 비롯하여 산식각, 요사채 등이 있다.",
1626,임실군-죽림암 [28],로케이션 DB  > 문화/관광/종교시설  > 종교시설  > 종교집회장,지역정보  > 임실군,용모산 밑에 있는 죽림암은 9세기말 통일신라 진감국사가 불교를 전파하기 위해 지었다. 문화재자료 25.,
1625,전주시-코오롱떡방앗간 [13],로케이션 DB  > 생활/영업시설  > 판매시설  > 지하상가,지역정보  > 전주시,전주시 평화동 코오롱아파트 지하상가에 있는 떡 방앗간.,
1624,남원시_구)남원기독교복음병원(B1층)- 현)다사랑일반요양병원[27],로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 남원시,"기독교복음병원은 지하1층, 지상 8층 규모에 옥상과 넓은 주차장을 갖췄다. 알코올 치료 등 전문적인 치료기술과 기구는 물론 교룡산을 끼고 있어 자연 경관이 수려하다. B1층에는 식당과 기계실이 있다.",
1623,전주시_북경루 [15],로케이션 DB  > 생활/영업시설  > 일반생활시설  > 일반음식점,지역정보  > 전주시,전주 서신동에 근래 지어진 중국음식점.,
1621,임실군_임실군보건의료원(내부) [75],로케이션 DB  > 교육/의료/복지시설  > 의료/장의시설  > 병원,지역정보  > 임실군,2010년 신청사를 건립함.,
1620,군산시_구)군산해양경찰서 [12],로케이션 DB  > 공공시설  > 치안시설  > 경찰서,지역정보  > 군산시,"군산해양경찰서가 2011년 9월 군산시 금동(구.군산의료원)에 신청사를 건립,이전하게 되어 폐건물로 남게 된 구청사. 오래되어 낡고 허름한 분위기로 시대물 촬영에 용의하다.",
1619,부안군_계화마을 진입로 [14],로케이션 DB  > 도로/교통시설  > 차량도로,지역정보  > 부안군,,
1618,전주시_전주월드컵경기장(복도) [20],로케이션 DB  > 생활/영업시설  > 운동시설  > 구기종목 경기장,지역정보  > 전주시,전주 월드컵경기장 내부 복도 모습이다.,
